red,yellow,green,%_responder,score
28,9,51,0.88,1.07
28,10,51,0.89,1.09
28,11,51,0.9,1.11
28,12,51,0.91,1.1300000000000001
28,13,51,0.92,1.1500000000000001
28,14,51,0.93,1.17
28,15,51,0.94,1.19
28,16,51,0.95,1.21
28,17,51,0.96,1.23
28,18,51,0.97,1.25
28,19,51,0.98,1.27
28,20,51,0.99,1.29
28,21,51,1.0,1.31
28,0,52,0.8,0.88
28,1,52,0.81,0.9
28,2,52,0.82,0.92
28,3,52,0.83,0.9400000000000001
28,4,52,0.84,0.96
28,5,52,0.85,0.98
28,6,52,0.86,1.0
28,7,52,0.87,1.02
28,8,52,0.88,1.04
28,9,52,0.89,1.06
28,10,52,0.9,1.08
28,11,52,0.91,1.1
28,12,52,0.92,1.12
28,13,52,0.93,1.1400000000000001
28,14,52,0.94,1.16
28,15,52,0.95,1.18
28,16,52,0.96,1.2
28,17,52,0.97,1.22
28,18,52,0.98,1.24
28,19,52,0.99,1.26
28,20,52,1.0,1.28
28,0,53,0.81,0.87
28,1,53,0.82,0.89
28,2,53,0.83,0.91
28,3,53,0.84,0.93
28,4,53,0.85,0.9500000000000001
28,5,53,0.86,0.97
28,6,53,0.87,0.99
28,7,53,0.88,1.01
28,8,53,0.89,1.03
28,9,53,0.9,1.05
28,10,53,0.91,1.07
28,11,53,0.92,1.09
28,12,53,0.93,1.11
28,13,53,0.94,1.1300000000000001
28,14,53,0.95,1.1500000000000001
28,15,53,0.96,1.17
28,16,53,0.97,1.19
28,17,53,0.98,1.21
28,18,53,0.99,1.23
28,19,53,1.0,1.25
28,0,54,0.82,0.86
28,1,54,0.83,0.88
28,2,54,0.84,0.9
28,3,54,0.85,0.92
28,4,54,0.86,0.9400000000000001
28,5,54,0.87,0.96
28,6,54,0.88,0.98
28,7,54,0.89,1.0
28,8,54,0.9,1.02
28,9,54,0.91,1.04
28,10,54,0.92,1.06
28,11,54,0.93,1.08
28,12,54,0.94,1.1
28,13,54,0.95,1.12
28,14,54,0.96,1.1400000000000001
28,15,54,0.97,1.16
28,16,54,0.98,1.18
28,17,54,0.99,1.2
28,18,54,1.0,1.22
28,0,55,0.83,0.85
28,1,55,0.84,0.87
28,2,55,0.85,0.89
28,3,55,0.86,0.91
28,4,55,0.87,0.93
28,5,55,0.88,0.9500000000000001
28,6,55,0.89,0.97
28,7,55,0.9,0.99
28,8,55,0.91,1.01
28,9,55,0.92,1.03
28,10,55,0.93,1.05
28,11,55,0.94,1.07
28,12,55,0.95,1.09
28,13,55,0.96,1.11
28,14,55,0.97,1.1300000000000001
28,15,55,0.98,1.1500000000000001
28,16,55,0.99,1.17
28,17,55,1.0,1.19
28,0,56,0.84,0.84
28,1,56,0.85,0.86
28,2,56,0.86,0.88
28,3,56,0.87,0.9
28,4,56,0.88,0.92
28,5,56,0.89,0.9400000000000001
28,6,56,0.9,0.96
28,7,56,0.91,0.98
28,8,56,0.92,1.0
28,9,56,0.93,1.02
28,10,56,0.94,1.04
28,11,56,0.95,1.06
28,12,56,0.96,1.08
28,13,56,0.97,1.1
28,14,56,0.98,1.12
28,15,56,0.99,1.1400000000000001
28,16,56,1.0,1.16
28,0,57,0.85,0.8300000000000001
28,1,57,0.86,0.85
28,2,57,0.87,0.87
28,3,57,0.88,0.89
28,4,57,0.89,0.91
28,5,57,0.9,0.93
28,6,57,0.91,0.9500000000000001
28,7,57,0.92,0.97
28,8,57,0.93,0.99
28,9,57,0.94,1.01
28,10,57,0.95,1.03
28,11,57,0.96,1.05
28,12,57,0.97,1.07
28,13,57,0.98,1.09
28,14,57,0.99,1.11
28,15,57,1.0,1.1300000000000001
28,0,58,0.86,0.8200000000000001
28,1,58,0.87,0.84
28,2,58,0.88,0.86
28,3,58,0.89,0.88
28,4,58,0.9,0.9
28,5,58,0.91,0.92
28,6,58,0.92,0.9400000000000001
28,7,58,0.93,0.96
28,8,58,0.94,0.98
28,9,58,0.95,1.0
28,10,58,0.96,1.02
28,11,58,0.97,1.04
28,12,58,0.98,1.06
28,13,58,0.99,1.08
28,14,58,1.0,1.1
28,0,59,0.87,0.81
28,1,59,0.88,0.8300000000000001
28,2,59,0.89,0.85
28,3,59,0.9,0.87
28,4,59,0.91,0.89
28,5,59,0.92,0.91
28,6,59,0.93,0.93
28,7,59,0.94,0.9500000000000001
28,8,59,0.95,0.97
28,9,59,0.96,0.99
28,10,59,0.97,1.01
28,11,59,0.98,1.03
28,12,59,0.99,1.05
28,13,59,1.0,1.07
28,0,60,0.88,0.8
28,1,60,0.89,0.8200000000000001
28,2,60,0.9,0.84
28,3,60,0.91,0.86
28,4,60,0.92,0.88
28,5,60,0.93,0.9
28,6,60,0.94,0.92
28,7,60,0.95,0.9400000000000001
28,8,60,0.96,0.96
28,9,60,0.97,0.98
28,10,60,0.98,1.0
28,11,60,0.99,1.02
28,12,60,1.0,1.04
28,0,61,0.89,0.79
28,1,61,0.9,0.81
28,2,61,0.91,0.8300000000000001
28,3,61,0.92,0.85
28,4,61,0.93,0.87
28,5,61,0.94,0.89
28,6,61,0.95,0.91
28,7,61,0.96,0.93
28,8,61,0.97,0.9500000000000001
28,9,61,0.98,0.97
28,10,61,0.99,0.99
28,11,61,1.0,1.01
28,0,62,0.9,0.78
28,1,62,0.91,0.8
28,2,62,0.92,0.8200000000000001
28,3,62,0.93,0.84
28,4,62,0.94,0.86
28,5,62,0.95,0.88
28,6,62,0.96,0.9
28,7,62,0.97,0.92
28,8,62,0.98,0.9400000000000001
28,9,62,0.99,0.96
28,10,62,1.0,0.98
28,0,63,0.91,0.77
28,1,63,0.92,0.79
28,2,63,0.93,0.81
28,3,63,0.94,0.8300000000000001
28,4,63,0.95,0.85
28,5,63,0.96,0.87
28,6,63,0.97,0.89
28,7,63,0.98,0.91
28,8,63,0.99,0.93
28,9,63,1.0,0.9500000000000001
28,0,64,0.92,0.76
28,1,64,0.93,0.78
28,2,64,0.94,0.8
28,3,64,0.95,0.8200000000000001
28,4,64,0.96,0.84
28,5,64,0.97,0.86
28,6,64,0.98,0.88
28,7,64,0.99,0.9
28,8,64,1.0,0.92
28,0,65,0.93,0.75
28,1,65,0.94,0.77
28,2,65,0.95,0.79
28,3,65,0.96,0.81
28,4,65,0.97,0.8300000000000001
28,5,65,0.98,0.85
28,6,65,0.99,0.87
28,7,65,1.0,0.89
28,0,66,0.94,0.74
28,1,66,0.95,0.76
28,2,66,0.96,0.78
28,3,66,0.97,0.8
28,4,66,0.98,0.8200000000000001
28,5,66,0.99,0.84
28,6,66,1.0,0.86
28,0,67,0.95,0.73
28,1,67,0.96,0.75
28,2,67,0.97,0.77
28,3,67,0.98,0.79
28,4,67,0.99,0.81
28,5,67,1.0,0.8300000000000001
28,0,68,0.96,0.72
28,1,68,0.97,0.74
28,2,68,0.98,0.76
28,3,68,0.99,0.78
28,4,68,1.0,0.8
28,0,69,0.97,0.71
28,1,69,0.98,0.73
28,2,69,0.99,0.75
28,3,69,1.0,0.77
28,0,70,0.98,0.7000000000000001
28,1,70,0.99,0.72
28,2,70,1.0,0.74
28,0,71,0.99,0.6900000000000001
28,1,71,1.0,0.71
28,0,72,1.0,0.68
29,0,0,0.29,1.45
29,1,0,0.3,1.47
29,2,0,0.31,1.49
29,3,0,0.32,1.51
29,4,0,0.33,1.53
29,5,0,0.34,1.55
29,6,0,0.35,1.57
29,7,0,0.36,1.59
29,8,0,0.37,1.61
29,9,0,0.38,1.6300000000000001
29,10,0,0.39,1.6500000000000001
29,11,0,0.4,1.67
29,12,0,0.41,1.69
29,13,0,0.42,1.71
29,14,0,0.43,1.73
29,15,0,0.44,1.75
29,16,0,0.45,1.77
29,17,0,0.46,1.79
29,18,0,0.47,1.81
29,19,0,0.48,1.83
29,20,0,0.49,1.85
29,21,0,0.5,1.87
29,22,0,0.51,1.8900000000000001
29,23,0,0.52,1.9100000000000001
29,24,0,0.53,1.93
29,25,0,0.54,1.95
29,26,0,0.55,1.97
29,27,0,0.56,1.99
29,28,0,0.57,2.0100000000000002
29,29,0,0.58,2.0300000000000002
29,30,0,0.59,2.05
29,31,0,0.6,2.07
29,32,0,0.61,2.09
29,33,0,0.62,2.11
29,34,0,0.63,2.13
29,35,0,0.64,2.15
29,36,0,0.65,2.17
29,37,0,0.66,2.19
29,38,0,0.67,2.21
29,39,0,0.68,2.23
29,40,0,0.69,2.25
29,41,0,0.7,2.27
29,42,0,0.71,2.29
29,43,0,0.72,2.31
29,44,0,0.73,2.33
29,45,0,0.74,2.35
29,46,0,0.75,2.37
29,47,0,0.76,2.39
29,48,0,0.77,2.41
29,49,0,0.78,2.43
29,50,0,0.79,2.45
29,51,0,0.8,2.47
29,52,0,0.81,2.49
29,53,0,0.82,2.5100000000000002
29,54,0,0.83,2.5300000000000002
29,55,0,0.84,2.5500000000000003
29,56,0,0.85,2.57
29,57,0,0.86,2.59
29,58,0,0.87,2.61
29,59,0,0.88,2.63
29,60,0,0.89,2.65
29,61,0,0.9,2.67
29,62,0,0.91,2.69
29,63,0,0.92,2.71
29,64,0,0.93,2.73
29,65,0,0.94,2.75
29,66,0,0.95,2.77
29,67,0,0.96,2.79
29,68,0,0.97,2.81
29,69,0,0.98,2.83
29,70,0,0.99,2.85
29,71,0,1.0,2.87
29,0,1,0.3,1.44
29,1,1,0.31,1.46
29,2,1,0.32,1.48
29,3,1,0.33,1.5
29,4,1,0.34,1.52
29,5,1,0.35,1.54
29,6,1,0.36,1.56
29,7,1,0.37,1.58
29,8,1,0.38,1.6
29,9,1,0.39,1.62
29,10,1,0.4,1.6400000000000001
29,11,1,0.41,1.6600000000000001
29,12,1,0.42,1.68
29,13,1,0.43,1.7
29,14,1,0.44,1.72
29,15,1,0.45,1.74
29,16,1,0.46,1.76
29,17,1,0.47,1.78
29,18,1,0.48,1.8
29,19,1,0.49,1.82
29,20,1,0.5,1.84
29,21,1,0.51,1.86
29,22,1,0.52,1.8800000000000001
29,23,1,0.53,1.9000000000000001
29,24,1,0.54,1.92
29,25,1,0.55,1.94
29,26,1,0.56,1.96
29,27,1,0.57,1.98
29,28,1,0.58,2.0
29,29,1,0.59,2.02
29,30,1,0.6,2.04
29,31,1,0.61,2.06
29,32,1,0.62,2.08
29,33,1,0.63,2.1
29,34,1,0.64,2.12
29,35,1,0.65,2.14
29,36,1,0.66,2.16
29,37,1,0.67,2.18
29,38,1,0.68,2.2
29,39,1,0.69,2.22
29,40,1,0.7,2.24
29,41,1,0.71,2.2600000000000002
29,42,1,0.72,2.2800000000000002
29,43,1,0.73,2.3000000000000003
29,44,1,0.74,2.32
29,45,1,0.75,2.34
29,46,1,0.76,2.36
29,47,1,0.77,2.38
29,48,1,0.78,2.4
29,49,1,0.79,2.42
29,50,1,0.8,2.44
29,51,1,0.81,2.46
29,52,1,0.82,2.48
29,53,1,0.83,2.5
29,54,1,0.84,2.52
29,55,1,0.85,2.54
29,56,1,0.86,2.56
29,57,1,0.87,2.58
29,58,1,0.88,2.6
29,59,1,0.89,2.62
29,60,1,0.9,2.64
29,61,1,0.91,2.66
29,62,1,0.92,2.68
29,63,1,0.93,2.7
29,64,1,0.94,2.72
29,65,1,0.95,2.74
29,66,1,0.96,2.7600000000000002
29,67,1,0.97,2.7800000000000002
29,68,1,0.98,2.8000000000000003
29,69,1,0.99,2.82
29,70,1,1.0,2.84
29,0,2,0.31,1.43
29,1,2,0.32,1.45
29,2,2,0.33,1.47
29,3,2,0.34,1.49
29,4,2,0.35,1.51
29,5,2,0.36,1.53
29,6,2,0.37,1.55
29,7,2,0.38,1.57
29,8,2,0.39,1.59
29,9,2,0.4,1.61
29,10,2,0.41,1.6300000000000001
29,11,2,0.42,1.6500000000000001
29,12,2,0.43,1.67
29,13,2,0.44,1.69
29,14,2,0.45,1.71
29,15,2,0.46,1.73
29,16,2,0.47,1.75
29,17,2,0.48,1.77
29,18,2,0.49,1.79
29,19,2,0.5,1.81
29,20,2,0.51,1.83
29,21,2,0.52,1.85
29,22,2,0.53,1.87
29,23,2,0.54,1.8900000000000001
29,24,2,0.55,1.9100000000000001
29,25,2,0.56,1.93
29,26,2,0.57,1.95
29,27,2,0.58,1.97
29,28,2,0.59,1.99
29,29,2,0.6,2.0100000000000002
29,30,2,0.61,2.0300000000000002
29,31,2,0.62,2.05
29,32,2,0.63,2.07
29,33,2,0.64,2.09
29,34,2,0.65,2.11
29,35,2,0.66,2.13
29,36,2,0.67,2.15
29,37,2,0.68,2.17
29,38,2,0.69,2.19
29,39,2,0.7,2.21
29,40,2,0.71,2.23
29,41,2,0.72,2.25
29,42,2,0.73,2.27
29,43,2,0.74,2.29
29,44,2,0.75,2.31
29,45,2,0.76,2.33
29,46,2,0.77,2.35
29,47,2,0.78,2.37
29,48,2,0.79,2.39
29,49,2,0.8,2.41
29,50,2,0.81,2.43
29,51,2,0.82,2.45
29,52,2,0.83,2.47
29,53,2,0.84,2.49
29,54,2,0.85,2.5100000000000002
29,55,2,0.86,2.5300000000000002
29,56,2,0.87,2.5500000000000003
29,57,2,0.88,2.57
29,58,2,0.89,2.59
29,59,2,0.9,2.61
29,60,2,0.91,2.63
29,61,2,0.92,2.65
29,62,2,0.93,2.67
29,63,2,0.94,2.69
29,64,2,0.95,2.71
29,65,2,0.96,2.73
29,66,2,0.97,2.75
29,67,2,0.98,2.77
29,68,2,0.99,2.79
29,69,2,1.0,2.81
29,0,3,0.32,1.42
29,1,3,0.33,1.44
29,2,3,0.34,1.46
29,3,3,0.35,1.48
29,4,3,0.36,1.5
29,5,3,0.37,1.52
29,6,3,0.38,1.54
29,7,3,0.39,1.56
29,8,3,0.4,1.58
29,9,3,0.41,1.6
29,10,3,0.42,1.62
29,11,3,0.43,1.6400000000000001
29,12,3,0.44,1.6600000000000001
29,13,3,0.45,1.68
29,14,3,0.46,1.7
29,15,3,0.47,1.72
29,16,3,0.48,1.74
29,17,3,0.49,1.76
29,18,3,0.5,1.78
29,19,3,0.51,1.8
29,20,3,0.52,1.82
29,21,3,0.53,1.84
29,22,3,0.54,1.86
29,23,3,0.55,1.8800000000000001
29,24,3,0.56,1.9000000000000001
29,25,3,0.57,1.92
29,26,3,0.58,1.94
29,27,3,0.59,1.96
29,28,3,0.6,1.98
29,29,3,0.61,2.0
29,30,3,0.62,2.02
29,31,3,0.63,2.04
29,32,3,0.64,2.06
29,33,3,0.65,2.08
29,34,3,0.66,2.1
29,35,3,0.67,2.12
29,36,3,0.68,2.14
29,37,3,0.69,2.16
29,38,3,0.7,2.18
29,39,3,0.71,2.2
29,40,3,0.72,2.22
29,41,3,0.73,2.24
29,42,3,0.74,2.2600000000000002
29,43,3,0.75,2.2800000000000002
29,44,3,0.76,2.3000000000000003
29,45,3,0.77,2.32
29,46,3,0.78,2.34
29,47,3,0.79,2.36
29,48,3,0.8,2.38
29,49,3,0.81,2.4
29,50,3,0.82,2.42
29,51,3,0.83,2.44
29,52,3,0.84,2.46
29,53,3,0.85,2.48
29,54,3,0.86,2.5
29,55,3,0.87,2.52
29,56,3,0.88,2.54
29,57,3,0.89,2.56
29,58,3,0.9,2.58
29,59,3,0.91,2.6
29,60,3,0.92,2.62
29,61,3,0.93,2.64
29,62,3,0.94,2.66
29,63,3,0.95,2.68
29,64,3,0.96,2.7
29,65,3,0.97,2.72
29,66,3,0.98,2.74
29,67,3,0.99,2.7600000000000002
29,68,3,1.0,2.7800000000000002
29,0,4,0.33,1.41
29,1,4,0.34,1.43
29,2,4,0.35,1.45
29,3,4,0.36,1.47
29,4,4,0.37,1.49
29,5,4,0.38,1.51
29,6,4,0.39,1.53
29,7,4,0.4,1.55
29,8,4,0.41,1.57
29,9,4,0.42,1.59
29,10,4,0.43,1.61
29,11,4,0.44,1.6300000000000001
29,12,4,0.45,1.6500000000000001
29,13,4,0.46,1.67
29,14,4,0.47,1.69
29,15,4,0.48,1.71
29,16,4,0.49,1.73
29,17,4,0.5,1.75
29,18,4,0.51,1.77
29,19,4,0.52,1.79
29,20,4,0.53,1.81
29,21,4,0.54,1.83
29,22,4,0.55,1.85
29,23,4,0.56,1.87
29,24,4,0.57,1.8900000000000001
29,25,4,0.58,1.9100000000000001
29,26,4,0.59,1.93
29,27,4,0.6,1.95
29,28,4,0.61,1.97
29,29,4,0.62,1.99
29,30,4,0.63,2.0100000000000002
29,31,4,0.64,2.0300000000000002
29,32,4,0.65,2.05
29,33,4,0.66,2.07
29,34,4,0.67,2.09
29,35,4,0.68,2.11
29,36,4,0.69,2.13
29,37,4,0.7,2.15
29,38,4,0.71,2.17
29,39,4,0.72,2.19
29,40,4,0.73,2.21
29,41,4,0.74,2.23
29,42,4,0.75,2.25
29,43,4,0.76,2.27
29,44,4,0.77,2.29
29,45,4,0.78,2.31
29,46,4,0.79,2.33
29,47,4,0.8,2.35
29,48,4,0.81,2.37
29,49,4,0.82,2.39
29,50,4,0.83,2.41
29,51,4,0.84,2.43
29,52,4,0.85,2.45
29,53,4,0.86,2.47
29,54,4,0.87,2.49
29,55,4,0.88,2.5100000000000002
29,56,4,0.89,2.5300000000000002
29,57,4,0.9,2.5500000000000003
29,58,4,0.91,2.57
29,59,4,0.92,2.59
29,60,4,0.93,2.61
29,61,4,0.94,2.63
29,62,4,0.95,2.65
29,63,4,0.96,2.67
29,64,4,0.97,2.69
29,65,4,0.98,2.71
29,66,4,0.99,2.73
29,67,4,1.0,2.75
29,0,5,0.34,1.4000000000000001
29,1,5,0.35,1.42
29,2,5,0.36,1.44
29,3,5,0.37,1.46
29,4,5,0.38,1.48
29,5,5,0.39,1.5
29,6,5,0.4,1.52
29,7,5,0.41,1.54
29,8,5,0.42,1.56
29,9,5,0.43,1.58
29,10,5,0.44,1.6
29,11,5,0.45,1.62
29,12,5,0.46,1.6400000000000001
29,13,5,0.47,1.6600000000000001
29,14,5,0.48,1.68
29,15,5,0.49,1.7
29,16,5,0.5,1.72
29,17,5,0.51,1.74
29,18,5,0.52,1.76
29,19,5,0.53,1.78
29,20,5,0.54,1.8
29,21,5,0.55,1.82
29,22,5,0.56,1.84
29,23,5,0.57,1.86
29,24,5,0.58,1.8800000000000001
29,25,5,0.59,1.9000000000000001
29,26,5,0.6,1.92
29,27,5,0.61,1.94
29,28,5,0.62,1.96
29,29,5,0.63,1.98
29,30,5,0.64,2.0
29,31,5,0.65,2.02
29,32,5,0.66,2.04
29,33,5,0.67,2.06
29,34,5,0.68,2.08
29,35,5,0.69,2.1
29,36,5,0.7,2.12
29,37,5,0.71,2.14
29,38,5,0.72,2.16
29,39,5,0.73,2.18
29,40,5,0.74,2.2
29,41,5,0.75,2.22
29,42,5,0.76,2.24
29,43,5,0.77,2.2600000000000002
29,44,5,0.78,2.2800000000000002
29,45,5,0.79,2.3000000000000003
29,46,5,0.8,2.32
29,47,5,0.81,2.34
29,48,5,0.82,2.36
29,49,5,0.83,2.38
29,50,5,0.84,2.4
29,51,5,0.85,2.42
29,52,5,0.86,2.44
29,53,5,0.87,2.46
29,54,5,0.88,2.48
29,55,5,0.89,2.5
29,56,5,0.9,2.52
29,57,5,0.91,2.54
29,58,5,0.92,2.56
29,59,5,0.93,2.58
29,60,5,0.94,2.6
29,61,5,0.95,2.62
29,62,5,0.96,2.64
29,63,5,0.97,2.66
29,64,5,0.98,2.68
29,65,5,0.99,2.7
29,66,5,1.0,2.72
29,0,6,0.35,1.3900000000000001
29,1,6,0.36,1.41
29,2,6,0.37,1.43
29,3,6,0.38,1.45
29,4,6,0.39,1.47
29,5,6,0.4,1.49
29,6,6,0.41,1.51
29,7,6,0.42,1.53
29,8,6,0.43,1.55
29,9,6,0.44,1.57
29,10,6,0.45,1.59
29,11,6,0.46,1.61
29,12,6,0.47,1.6300000000000001
29,13,6,0.48,1.6500000000000001
29,14,6,0.49,1.67
29,15,6,0.5,1.69
29,16,6,0.51,1.71
29,17,6,0.52,1.73
29,18,6,0.53,1.75
29,19,6,0.54,1.77
29,20,6,0.55,1.79
29,21,6,0.56,1.81
29,22,6,0.57,1.83
29,23,6,0.58,1.85
29,24,6,0.59,1.87
29,25,6,0.6,1.8900000000000001
29,26,6,0.61,1.9100000000000001
29,27,6,0.62,1.93
29,28,6,0.63,1.95
29,29,6,0.64,1.97
29,30,6,0.65,1.99
29,31,6,0.66,2.0100000000000002
29,32,6,0.67,2.0300000000000002
29,33,6,0.68,2.05
29,34,6,0.69,2.07
29,35,6,0.7,2.09
29,36,6,0.71,2.11
29,37,6,0.72,2.13
29,38,6,0.73,2.15
29,39,6,0.74,2.17
29,40,6,0.75,2.19
29,41,6,0.76,2.21
29,42,6,0.77,2.23
29,43,6,0.78,2.25
29,44,6,0.79,2.27
29,45,6,0.8,2.29
29,46,6,0.81,2.31
29,47,6,0.82,2.33
29,48,6,0.83,2.35
29,49,6,0.84,2.37
29,50,6,0.85,2.39
29,51,6,0.86,2.41
29,52,6,0.87,2.43
29,53,6,0.88,2.45
29,54,6,0.89,2.47
29,55,6,0.9,2.49
29,56,6,0.91,2.5100000000000002
29,57,6,0.92,2.5300000000000002
29,58,6,0.93,2.5500000000000003
29,59,6,0.94,2.57
29,60,6,0.95,2.59
29,61,6,0.96,2.61
29,62,6,0.97,2.63
29,63,6,0.98,2.65
29,64,6,0.99,2.67
29,65,6,1.0,2.69
29,0,7,0.36,1.3800000000000001
29,1,7,0.37,1.4000000000000001
29,2,7,0.38,1.42
29,3,7,0.39,1.44
29,4,7,0.4,1.46
29,5,7,0.41,1.48
29,6,7,0.42,1.5
29,7,7,0.43,1.52
29,8,7,0.44,1.54
29,9,7,0.45,1.56
29,10,7,0.46,1.58
29,11,7,0.47,1.6
29,12,7,0.48,1.62
29,13,7,0.49,1.6400000000000001
29,14,7,0.5,1.6600000000000001
29,15,7,0.51,1.68
29,16,7,0.52,1.7
29,17,7,0.53,1.72
29,18,7,0.54,1.74
29,19,7,0.55,1.76
29,20,7,0.56,1.78
29,21,7,0.57,1.8
29,22,7,0.58,1.82
29,23,7,0.59,1.84
29,24,7,0.6,1.86
29,25,7,0.61,1.8800000000000001
29,26,7,0.62,1.9000000000000001
29,27,7,0.63,1.92
29,28,7,0.64,1.94
29,29,7,0.65,1.96
29,30,7,0.66,1.98
29,31,7,0.67,2.0
29,32,7,0.68,2.02
29,33,7,0.69,2.04
29,34,7,0.7,2.06
29,35,7,0.71,2.08
29,36,7,0.72,2.1
29,37,7,0.73,2.12
29,38,7,0.74,2.14
29,39,7,0.75,2.16
29,40,7,0.76,2.18
29,41,7,0.77,2.2
29,42,7,0.78,2.22
29,43,7,0.79,2.24
29,44,7,0.8,2.2600000000000002
29,45,7,0.81,2.2800000000000002
29,46,7,0.82,2.3000000000000003
29,47,7,0.83,2.32
29,48,7,0.84,2.34
29,49,7,0.85,2.36
29,50,7,0.86,2.38
29,51,7,0.87,2.4
29,52,7,0.88,2.42
29,53,7,0.89,2.44
29,54,7,0.9,2.46
29,55,7,0.91,2.48
29,56,7,0.92,2.5
29,57,7,0.93,2.52
29,58,7,0.94,2.54
29,59,7,0.95,2.56
29,60,7,0.96,2.58
29,61,7,0.97,2.6
29,62,7,0.98,2.62
29,63,7,0.99,2.64
29,64,7,1.0,2.66
29,0,8,0.37,1.37
29,1,8,0.38,1.3900000000000001
29,2,8,0.39,1.41
29,3,8,0.4,1.43
29,4,8,0.41,1.45
29,5,8,0.42,1.47
29,6,8,0.43,1.49
29,7,8,0.44,1.51
29,8,8,0.45,1.53
29,9,8,0.46,1.55
29,10,8,0.47,1.57
29,11,8,0.48,1.59
29,12,8,0.49,1.61
29,13,8,0.5,1.6300000000000001
29,14,8,0.51,1.6500000000000001
29,15,8,0.52,1.67
29,16,8,0.53,1.69
29,17,8,0.54,1.71
29,18,8,0.55,1.73
29,19,8,0.56,1.75
29,20,8,0.57,1.77
29,21,8,0.58,1.79
29,22,8,0.59,1.81
29,23,8,0.6,1.83
29,24,8,0.61,1.85
29,25,8,0.62,1.87
29,26,8,0.63,1.8900000000000001
29,27,8,0.64,1.9100000000000001
29,28,8,0.65,1.93
29,29,8,0.66,1.95
29,30,8,0.67,1.97
29,31,8,0.68,1.99
29,32,8,0.69,2.0100000000000002
29,33,8,0.7,2.0300000000000002
29,34,8,0.71,2.05
29,35,8,0.72,2.07
29,36,8,0.73,2.09
29,37,8,0.74,2.11
29,38,8,0.75,2.13
29,39,8,0.76,2.15
29,40,8,0.77,2.17
29,41,8,0.78,2.19
29,42,8,0.79,2.21
29,43,8,0.8,2.23
29,44,8,0.81,2.25
29,45,8,0.82,2.27
29,46,8,0.83,2.29
29,47,8,0.84,2.31
29,48,8,0.85,2.33
29,49,8,0.86,2.35
29,50,8,0.87,2.37
29,51,8,0.88,2.39
29,52,8,0.89,2.41
29,53,8,0.9,2.43
29,54,8,0.91,2.45
29,55,8,0.92,2.47
29,56,8,0.93,2.49
29,57,8,0.94,2.5100000000000002
29,58,8,0.95,2.5300000000000002
29,59,8,0.96,2.5500000000000003
29,60,8,0.97,2.57
29,61,8,0.98,2.59
29,62,8,0.99,2.61
29,63,8,1.0,2.63
29,0,9,0.38,1.36
29,1,9,0.39,1.3800000000000001
29,2,9,0.4,1.4000000000000001
29,3,9,0.41,1.42
29,4,9,0.42,1.44
29,5,9,0.43,1.46
29,6,9,0.44,1.48
29,7,9,0.45,1.5
29,8,9,0.46,1.52
29,9,9,0.47,1.54
29,10,9,0.48,1.56
29,11,9,0.49,1.58
29,12,9,0.5,1.6
29,13,9,0.51,1.62
29,14,9,0.52,1.6400000000000001
29,15,9,0.53,1.6600000000000001
29,16,9,0.54,1.68
29,17,9,0.55,1.7
29,18,9,0.56,1.72
29,19,9,0.57,1.74
29,20,9,0.58,1.76
29,21,9,0.59,1.78
29,22,9,0.6,1.8
29,23,9,0.61,1.82
29,24,9,0.62,1.84
29,25,9,0.63,1.86
29,26,9,0.64,1.8800000000000001
29,27,9,0.65,1.9000000000000001
29,28,9,0.66,1.92
29,29,9,0.67,1.94
29,30,9,0.68,1.96
29,31,9,0.69,1.98
29,32,9,0.7,2.0
29,33,9,0.71,2.02
29,34,9,0.72,2.04
29,35,9,0.73,2.06
29,36,9,0.74,2.08
29,37,9,0.75,2.1
29,38,9,0.76,2.12
29,39,9,0.77,2.14
29,40,9,0.78,2.16
29,41,9,0.79,2.18
29,42,9,0.8,2.2
29,43,9,0.81,2.22
29,44,9,0.82,2.24
29,45,9,0.83,2.2600000000000002
29,46,9,0.84,2.2800000000000002
29,47,9,0.85,2.3000000000000003
29,48,9,0.86,2.32
29,49,9,0.87,2.34
29,50,9,0.88,2.36
29,51,9,0.89,2.38
29,52,9,0.9,2.4
29,53,9,0.91,2.42
29,54,9,0.92,2.44
29,55,9,0.93,2.46
29,56,9,0.94,2.48
29,57,9,0.95,2.5
29,58,9,0.96,2.52
29,59,9,0.97,2.54
29,60,9,0.98,2.56
29,61,9,0.99,2.58
29,62,9,1.0,2.6
29,0,10,0.39,1.35
29,1,10,0.4,1.37
29,2,10,0.41,1.3900000000000001
29,3,10,0.42,1.41
29,4,10,0.43,1.43
29,5,10,0.44,1.45
29,6,10,0.45,1.47
29,7,10,0.46,1.49
29,8,10,0.47,1.51
29,9,10,0.48,1.53
29,10,10,0.49,1.55
29,11,10,0.5,1.57
29,12,10,0.51,1.59
29,13,10,0.52,1.61
29,14,10,0.53,1.6300000000000001
29,15,10,0.54,1.6500000000000001
29,16,10,0.55,1.67
29,17,10,0.56,1.69
29,18,10,0.57,1.71
29,19,10,0.58,1.73
29,20,10,0.59,1.75
29,21,10,0.6,1.77
29,22,10,0.61,1.79
29,23,10,0.62,1.81
29,24,10,0.63,1.83
29,25,10,0.64,1.85
29,26,10,0.65,1.87
29,27,10,0.66,1.8900000000000001
29,28,10,0.67,1.9100000000000001
29,29,10,0.68,1.93
29,30,10,0.69,1.95
29,31,10,0.7,1.97
